Dolj	6.45	100.0	4	0.1
Covasna	6.87	100.0	5	0.4
Harghita	7.29	100.0	13	0.6
București	6.54	84.0	25	0.2
Hunedoara	6.86	87.5	8	0.3
Olt	6.53	88.9	18	0.6
Sălaj	6.01	83.3	18	1.0
Bihor	6.27	100.0	3	0.1
Alba	8.27	100.0	44	1.8
Argeș	7.62	100.0	2	0.0
Constanța	3.60	0.0	1	0.0
Ialomița	5.72	75.0	16	0.9
Prahova	7.92	92.3	26	0.5
Călărași	7.56	85.7	14	0.9
Vrancea	5.10	100.0	1	0.0
Satu-Mare	8.43	97.5	81	4.2
Dâmbovița	8.85	100.0	1	0.0
Buzău	8.00	100.0	1	0.0
Maramureș	6.61	87.5	8	0.2
Timiș	8.21	100.0	5	0.1
Teleorman	5.15	100.0	1	0.0
Mureș	8.60	100.0	34	1.0
Cluj	8.81	100.0	43	1.0
Botoșani	5.60	100.0	2	0.1
Mehedinți	9.30	100.0	1	0.1
Tulcea	6.00	100.0	2	0.2
Vâlcea	8.43	100.0	4	0.1
